IDADE,RENDA_ANUAL,MORADIA,TEMPO_DE_SERVICO,MOTIVO_EMPRESTIMO,SCORE_CREDITO,VALOR_EMPRESTIMO,TAXA_DE_JUROS,SITUACAO_INADIMPLENCIA,COMPROMETIMENTO_DA_RENDA,HISTORICO_DE_INADIMPLENCIA,HISTORICO_DE_CREDITO,CADASTRO_COMPLETO,OBSERVACOES
22,36600,hipoteca,2,empreendimento,A,9950,7.29,0,0.27,n,3,sim,
28,75000,alugada,3,educacao,B,23000,10.51,1,0.31,n,9,sim,
23,92111,alugada,7,saude,F,35000,20.25,1,0.32,n,4,sim,"Cálculo do comprometimento da renda diferente do apontado; "
36,58000,hipoteca,12,uso_pessoal,A,21600,6.54,0,0.37,n,14,sim,
23,30000,alugada,0,uso_pessoal,B,5000,11.86,0,0.17,n,2,sim,
26,150000,hipoteca,8,saude,C,35000,15.96,0,0.23,n,3,sim,
36,100000,,17,quitacao_debitos,A,10000,10.65,0,NULL,n,9,não,
26,65000,alugada,3,saude,A,2000,7.51,0,0.03,n,2,sim,
26,84000,hipoteca,10,quitacao_debitos,A,3000,9.63,0,0.04,n,3,sim,
24,25000,alugada,5,empreendimento,A,5000,NULL,0,0.2,n,4,não,
70,42000,alugada,1,saude,B,8000,9.63,0,0.19,n,24,sim,
29,56000,hipoteca,8,saude,B,6000,10.99,0,0.11,n,9,sim,
24,46000,alugada,0,uso_pessoal,D,5975,14.46,1,0.13,s,4,sim,
28,19200,alugada,4,empreendimento,C,4800,NULL,1,0.25,n,6,não,
33,125000,alugada,0,uso_pessoal,A,9100,7.88,0,0.07,n,8,sim,
33,65000,hipoteca,14,quitacao_debitos,C,3600,13.99,0,0.06,n,9,sim,
27,37200,alugada,4,educacao,D,4000,17.27,1,0.11,n,9,sim,
50,81510,hipoteca,6,saude,A,5000,NULL,0,0.06,n,14,não,
23,60000,hipoteca,0,uso_pessoal,A,8000,7.51,0,0.13,n,2,sim,
23,120000,alugada,4,saude,C,23750,13.47,0,0.2,n,2,sim,
30,210000,hipoteca,2,reforma,C,24250,12.87,0,0.12,s,6,sim,
22,60000,alugada,3,quitacao_debitos,B,9000,11.86,0,0.15,n,4,sim,
28,96000,hipoteca,8,empreendimento,A,10000,7.66,0,0.1,n,7,sim,
31,80000,alugada,15,quitacao_debitos,A,12000,5.79,0,0.15,n,5,sim,
25,14400,alugada,0,empreendimento,C,1500,12.99,1,0.1,s,2,sim,
30,92000,hipoteca,9,empreendimento,A,5000,NULL,0,0.05,n,10,não,
NULL,55000,,8,uso_pessoal,A,3500,NULL,1,0.06,n,9,não,
23,40000,alugada,7,uso_pessoal,A,2675,8.07,0,0.07,n,4,sim,
28,30000,alugada,0,empreendimento,A,9600,NULL,1,0.32,n,7,não,
24,96000,hipoteca,5,quitacao_debitos,A,15000,7.51,0,0.16,n,4,sim,
39,24000,alugada,9,educacao,B,5000,11.14,0,0.21,n,12,sim,
35,78000,alugada,1,uso_pessoal,C,4350,15.27,1,0.06,n,6,sim,
38,61000,alugada,0,educacao,B,1000,9.45,0,0.02,n,12,sim,
52,69996,propria,3,uso_pessoal,B,12000,11.11,0,0.17,n,22,sim,
35,34000,hipoteca,4,quitacao_debitos,A,12800,8.94,0,0.38,n,7,sim,
25,69000,hipoteca,3,empreendimento,A,6000,7.88,0,0.09,n,2,sim,
24,58000,alugada,6,educacao,C,12000,13.11,0,0.21,n,2,sim,
25,19200,alugada,0,reforma,B,5000,9.62,1,0.26,n,2,sim,
23,59000,alugada,4,uso_pessoal,A,14400,8.9,0,0.24,n,3,sim,
23,35000,propria,2,empreendimento,A,16000,7.49,NULL,NULL,n,2,não,
22,53000,alugada,2,educacao,B,6500,10.65,0,0.12,n,4,sim,
23,11820,alugada,NULL,quitacao_debitos,C,1000,14.65,0,0.08,n,3,não,
27,71000,propria,0,empreendimento,E,5000,17.39,1,0.07,n,9,sim,
22,54000,alugada,0,quitacao_debitos,D,14400,NULL,1,0.27,n,4,não,
22,29554,hipoteca,NULL,quitacao_debitos,A,5775,5.42,1,0.2,n,3,não,
22,30000,propria,4,uso_pessoal,B,5000,11.12,0,0.17,n,2,sim,
30,102489,hipoteca,14,uso_pessoal,B,25000,12.18,0,0.24,n,7,sim,
24,75000,hipoteca,7,educacao,A,8500,6.99,0,0.11,n,3,sim,
26,59000,alugada,2,uso_pessoal,E,18000,16,1,0.31,s,2,sim,
26,57600,alugada,10,quitacao_debitos,D,2150,15.62,1,0.04,s,3,sim,
29,18000,alugada,2,reforma,B,3000,12.69,1,0.17,n,8,sim,
23,64000,alugada,0,saude,C,7200,15.96,0,0.11,n,3,sim,
22,32400,alugada,7,uso_pessoal,C,4800,13.98,1,0.15,s,2,sim,
30,39300,alugada,5,quitacao_debitos,D,2500,16.29,1,0.06,s,10,sim,
34,47652,alugada,6,empreendimento,C,2400,13.22,0,0.05,s,5,sim,
24,120000,hipoteca,8,uso_pessoal,A,16000,NULL,0,0.13,n,3,não,
41,150000,alugada,13,uso_pessoal,F,20000,19.47,0,0.13,n,15,sim,
27,32000,hipoteca,11,quitacao_debitos,D,1000,16.29,1,0.03,s,10,sim,
31,43288,alugada,7,educacao,B,10000,10.74,0,0.23,n,5,sim,
24,53000,hipoteca,1,educacao,D,6400,13.67,0,0.12,n,2,sim,
22,49000,hipoteca,2,quitacao_debitos,B,8500,12.53,0,0.17,n,2,sim,
28,39000,hipoteca,13,saude,D,3375,14.83,1,0.09,n,8,sim,
34,52000,alugada,2,empreendimento,C,5000,13.99,0,0.1,s,8,sim,
NULL,105000,hipoteca,9,uso_pessoal,A,24000,NULL,0,0.24,n,4,não,"Cálculo do comprometimento da renda diferente do apontado; "
22,31000,alugada,4,empreendimento,B,3600,12.69,0,0.12,n,3,sim,
23,55392,alugada,3,saude,D,20000,15.2,1,0.31,s,4,sim,"Cálculo do comprometimento da renda diferente do apontado; "
28,80000,alugada,3,reforma,C,17000,13.85,0,0.21,s,8,sim,
25,125000,hipoteca,6,saude,A,8000,9.63,0,0.06,n,2,sim,
27,NULL,alugada,11,saude,C,6400,8.49,NULL,0.16,n,6,não,
35,53000,alugada,2,reforma,B,4200,11.71,0,0.08,n,6,sim,
33,42000,alugada,3,saude,C,2500,NULL,NULL,NULL,n,3,não,
32,44000,hipoteca,8,saude,A,3600,6.99,0,0.08,n,8,sim,
35,52000,propria,3,empreendimento,B,10400,9.99,0,0.2,n,7,sim,
37,39000,alugada,5,uso_pessoal,B,15000,10.96,1,0.38,n,12,sim,
26,30000,alugada,1,quitacao_debitos,A,10000,6.99,1,0.33,n,4,sim,
23,97000,alugada,7,empreendimento,B,30000,10.65,1,0.31,n,2,sim,
22,22718,alugada,3,educacao,B,5425,11.99,0,0.24,n,2,sim,
24,70000,alugada,1,reforma,B,18000,9.88,0,0.26,n,2,sim,
38,50000,hipoteca,8,uso_pessoal,B,10000,NULL,0,0.2,n,15,não,
22,42000,alugada,6,quitacao_debitos,C,7000,12.68,0,0.17,n,2,sim,
31,101000,alugada,3,quitacao_debitos,A,20000,7.9,0,0.2,n,10,sim,
24,25000,alugada,0,empreendimento,B,8500,11.71,1,0.34,n,3,sim,
30,65000,alugada,2,quitacao_debitos,B,25000,10.38,1,0.38,n,8,sim,
30,69000,hipoteca,3,reforma,C,8500,NULL,1,0.12,n,5,não,
24,16800,hipoteca,NULL,,A,7500,8.9,NULL,0.09,n,6,não,"Cálculo do comprometimento da renda diferente do apontado; "
23,78000,alugada,7,saude,B,20000,NULL,0,0.26,n,4,não,
25,130000,alugada,3,reforma,A,2000,6.99,0,0.02,n,4,sim,
35,57721,alugada,3,quitacao_debitos,B,16500,NULL,0,0.29,n,6,não,
36,55000,propria,6,saude,C,9000,NULL,0,0.16,n,16,não,
52,71520,alugada,0,educacao,E,7000,16.82,1,0.1,s,24,sim,
29,120000,hipoteca,2,uso_pessoal,D,7000,NULL,0,0.06,n,8,não,
44,17112,alugada,NULL,quitacao_debitos,A,1200,7.66,0,0.07,n,14,não,
27,54400,hipoteca,11,saude,D,11000,15.33,1,0.17,s,10,sim,"Cálculo do comprometimento da renda diferente do apontado; "
40,54000,hipoteca,19,uso_pessoal,A,5000,5.42,0,0.09,n,13,sim,
22,65000,alugada,0,educacao,A,3000,6.99,0,0.05,n,4,sim,
24,42000,alugada,8,educacao,C,15000,15.27,1,0.36,n,3,sim,
25,30000,alugada,0,educacao,E,7000,NULL,1,0.23,s,2,não,
24,90000,hipoteca,3,saude,A,3000,NULL,0,0.03,n,4,não,
25,18000,alugada,4,quitacao_debitos,A,2000,7.51,1,0.11,n,4,sim,
24,38272,alugada,1,empreendimento,C,NULL,NULL,0,0.17,,4,não,
35,34000,alugada,15,reforma,B,3200,9.99,1,0.09,n,7,sim,
23,63500,alugada,0,educacao,C,4000,NULL,0,0.06,n,4,não,
28,60000,hipoteca,0,quitacao_debitos,A,16000,6.54,0,0.27,n,6,sim,
27,166000,hipoteca,11,reforma,E,30000,NULL,0,0.18,n,9,não,
65,45900,alugada,2,uso_pessoal,C,10000,NULL,0,0.22,n,29,não,
25,55000,hipoteca,6,reforma,B,6500,10.99,0,0.12,n,2,sim,
NULL,25000,alugada,0,saude,A,1200,NULL,0,0.03,n,2,não,"Cálculo do comprometimento da renda diferente do apontado; "
22,140000,alugada,0,educacao,B,10000,9.99,0,0.07,n,2,sim,
28,63000,hipoteca,7,reforma,C,6400,14.79,0,0.1,n,9,sim,
41,21600,propria,1,reforma,C,3500,13.61,0,0.16,n,12,sim,
26,97500,alugada,10,empreendimento,E,5000,18.39,0,0.05,n,4,sim,
27,50000,hipoteca,3,empreendimento,B,15000,9.88,0,0.3,n,8,sim,
27,62000,alugada,2,uso_pessoal,B,9600,10.25,1,0.15,n,8,sim,
22,65000,hipoteca,6,empreendimento,A,17000,8.94,0,0.26,n,2,sim,
27,26000,alugada,6,saude,B,4000,10.25,0,0.15,n,10,sim,
31,75000,hipoteca,4,quitacao_debitos,B,13800,NULL,0,0.18,n,9,não,
27,109000,hipoteca,7,educacao,A,3950,6.03,0,0.04,n,7,sim,
25,28800,alugada,2,saude,A,1600,6.62,0,0.06,n,2,sim,
29,25000,propria,8,saude,C,6500,13.49,0,0.26,n,9,sim,
23,80000,hipoteca,7,saude,A,10000,7.74,0,0.13,n,2,sim,
24,55000,alugada,0,quitacao_debitos,B,3500,8.88,0,0.06,n,4,sim,
24,66000,hipoteca,8,uso_pessoal,D,15000,18.25,0,0.23,n,4,sim,
55,97243,hipoteca,10,uso_pessoal,E,17000,NULL,0,0.17,n,30,não,
38,17108,hipoteca,7,educacao,A,4375,7.51,1,0.26,n,17,sim,
26,34099,alugada,2,saude,C,7200,12.73,0,0.21,n,3,sim,
23,98400,hipoteca,7,educacao,A,9000,6.62,0,0.09,n,4,sim,
28,40000,alugada,2,uso_pessoal,A,7000,8.59,0,0.17,n,10,sim,"Cálculo do comprometimento da renda diferente do apontado; "
28,80000,alugada,12,saude,A,17000,5.79,0,0.21,n,6,sim,
31,78000,alugada,1,educacao,A,14000,9.63,0,0.18,n,5,sim,
31,45000,hipoteca,16,empreendimento,B,6000,10.99,0,0.13,n,10,sim,
22,50000,propria,1,educacao,A,3600,NULL,0,0.07,n,3,não,
30,36000,alugada,3,uso_pessoal,B,8000,11.36,0,0.22,n,8,sim,
24,53000,alugada,5,educacao,A,5100,7.9,0,0.1,n,2,sim,
35,60000,alugada,18,reforma,C,15000,13.43,0,0.25,n,5,sim,
28,48879,alugada,4,uso_pessoal,B,5000,12.42,0,0.1,n,7,sim,
29,31200,alugada,2,uso_pessoal,B,6000,11.46,1,0.19,n,10,sim,
26,50000,propria,7,saude,A,12000,8.49,0,0.24,n,4,sim,
24,100300,alugada,3,saude,B,7500,11.49,0,0.07,n,4,sim,
52,64500,alugada,0,uso_pessoal,B,5000,11.26,0,0.08,n,25,sim,
38,32000,alugada,0,quitacao_debitos,B,NULL,6.54,NULL,0.13,n,2,não,
66,40000,alugada,2,educacao,E,7000,15.68,1,0.17,s,29,sim,"Cálculo do comprometimento da renda diferente do apontado; "
26,65000,hipoteca,NULL,educacao,B,6000,11.36,0,0.09,n,4,não,
31,60682,alugada,3,empreendimento,A,8650,8.49,0,0.14,n,8,sim,
32,49000,alugada,13,reforma,B,3500,10.65,1,0.07,n,6,sim,
35,50000,alugada,4,educacao,B,10000,9.91,0,0.2,n,7,sim,
23,18500,alugada,2,empreendimento,C,9000,11.34,1,0.49,s,3,sim,
NULL,50000,alugada,1,quitacao_debitos,A,5000,NULL,0,0.06,n,2,não,"Cálculo do comprometimento da renda diferente do apontado; "
33,42996,alugada,2,empreendimento,A,8200,7.88,0,0.19,n,9,sim,
22,48000,hipoteca,0,quitacao_debitos,A,4800,9.07,0,0.1,n,3,sim,
32,66725,alugada,4,saude,B,15000,NULL,1,0.19,n,5,não,"Cálculo do comprometimento da renda diferente do apontado; "
26,15000,alugada,1,educacao,D,2800,15.31,1,0.19,s,4,sim,
29,74000,hipoteca,3,educacao,D,3000,16.32,1,0.04,n,6,sim,
24,75000,hipoteca,8,saude,C,8000,15.23,0,0.11,s,3,sim,
34,60000,alugada,0,educacao,C,12000,12.22,0,0.2,s,7,sim,
31,170000,hipoteca,15,uso_pessoal,C,10000,13.49,0,0.06,s,8,sim,
24,46000,hipoteca,9,educacao,A,12000,7.88,1,0.26,n,4,sim,
22,60000,hipoteca,2,saude,A,10000,NULL,0,0.17,n,2,não,
31,73000,alugada,5,reforma,B,5800,10.37,0,0.08,n,6,sim,
28,30000,alugada,12,educacao,A,2000,5.42,0,0.07,n,5,sim,
28,86400,hipoteca,NULL,saude,A,5000,7.9,0,0.06,n,5,não,
34,65000,hipoteca,5,educacao,B,21200,9.99,0,0.33,n,6,sim,
24,74000,propria,8,quitacao_debitos,G,35000,20.11,1,0.47,n,3,sim,
22,60000,hipoteca,1,saude,A,10000,7.9,0,0.17,n,4,sim,
24,62400,hipoteca,8,reforma,A,4000,8.9,0,0.06,n,4,sim,
25,80000,hipoteca,4,reforma,C,15000,12.61,0,0.19,n,2,sim,
34,28800,alugada,0,educacao,B,7200,11.99,1,0.25,n,10,sim,
21,45000,alugada,5,empreendimento,A,1000,7.49,0,0.02,n,3,sim,
21,42500,alugada,0,educacao,B,3500,11.86,0,0.08,n,4,sim,
31,79050,alugada,7,saude,C,11200,13.99,1,0.12,n,8,sim,"Cálculo do comprometimento da renda diferente do apontado; "
27,121000,hipoteca,3,reforma,A,16800,6.91,0,0.14,n,8,sim,
23,38400,alugada,6,educacao,B,1000,NULL,0,0.03,n,3,não,
35,36000,alugada,1,empreendimento,C,5600,13.06,0,0.16,n,7,sim,
24,56000,hipoteca,8,educacao,A,12000,NULL,0,0.21,n,2,não,
46,44782,hipoteca,14,uso_pessoal,D,6000,13.67,0,0.13,s,12,sim,
32,40500,alugada,0,empreendimento,C,6000,14.26,0,0.15,s,5,sim,
32,120000,hipoteca,7,uso_pessoal,D,28250,16.77,0,0.24,s,9,sim,
23,47800,,4,saude,B,1600,12.69,0,0.1,,2,não,"Cálculo do comprometimento da renda diferente do apontado; "
32,66300,hipoteca,5,saude,A,6075,6.03,0,0.09,n,6,sim,
23,39800,hipoteca,5,saude,B,9750,10.99,0,0.24,n,3,sim,
25,71000,alugada,5,reforma,A,9600,5.79,0,0.14,n,4,sim,
24,31200,alugada,3,uso_pessoal,C,2000,14.65,0,0.06,s,2,sim,
22,95000,hipoteca,1,educacao,C,7200,12.23,0,0.08,s,4,sim,
23,63000,alugada,1,educacao,B,18000,10.99,0,0.29,n,3,sim,
26,80730,hipoteca,7,reforma,A,9600,7.29,0,0.12,n,2,sim,
30,31200,alugada,4,saude,A,1900,5.79,0,0.06,n,10,sim,
23,80400,alugada,4,uso_pessoal,A,9000,7.51,0,0.11,n,2,sim,
28,75000,alugada,7,quitacao_debitos,A,3000,7.68,0,0.04,n,7,sim,
35,66560,hipoteca,11,empreendimento,A,4200,5.79,0,0.06,n,10,sim,
23,16000,hipoteca,1,saude,C,5600,12.84,1,0.35,n,4,sim,
27,60000,alugada,0,reforma,A,7200,7.74,0,0.12,n,10,sim,
22,65004,hipoteca,6,saude,B,6500,9.25,0,0.1,n,4,sim,
23,39996,alugada,7,uso_pessoal,B,2000,NULL,0,0.05,n,2,não,
22,50004,hipoteca,6,educacao,C,2500,12.53,0,0.05,n,2,sim,
27,31200,propria,2,reforma,C,6000,14.35,0,0.19,n,7,sim,
23,115000,hipoteca,4,educacao,A,24000,7.9,0,0.21,n,3,sim,
31,101000,hipoteca,5,educacao,A,18000,8.49,0,0.18,n,6,sim,
24,50793,alugada,6,uso_pessoal,A,5000,6.62,0,0.1,n,4,sim,
26,66912,hipoteca,10,saude,A,12000,5.42,0,0.18,n,3,sim,
27,27900,alugada,3,saude,A,10625,7.9,1,0.38,n,5,sim,
32,66000,alugada,4,saude,B,10000,11.71,0,0.15,n,9,sim,
22,44172,alugada,4,uso_pessoal,B,15000,10.37,1,0.34,n,3,sim,
24,172000,hipoteca,6,quitacao_debitos,C,20000,13.47,1,0.12,s,4,sim,
41,31000,alugada,0,reforma,D,9250,16.49,1,0.3,n,13,sim,
22,34000,alugada,3,quitacao_debitos,A,4975,7.51,1,0.15,n,2,sim,
34,40000,alugada,3,saude,B,25000,10.25,1,0.63,n,8,sim,
24,32000,alugada,5,saude,C,1900,13.49,0,0.06,s,2,sim,
23,85000,hipoteca,7,educacao,,3250,14.35,1,0.12,,9,não,"Cálculo do comprometimento da renda diferente do apontado; "
26,42000,alugada,6,quitacao_debitos,A,5000,7.29,0,0.12,n,4,sim,
25,98000,hipoteca,9,reforma,E,25000,16.45,1,0.26,n,4,sim,
25,35000,propria,9,empreendimento,C,4000,13.11,0,0.11,n,4,sim,
25,40000,hipoteca,6,saude,C,5000,12.61,0,0.13,s,4,sim,
33,96000,hipoteca,0,empreendimento,C,8000,13.72,0,0.08,n,9,sim,
35,50000,alugada,11,saude,B,16000,9.91,1,0.32,n,5,sim,
22,60000,alugada,2,saude,C,16800,14.65,0,0.28,s,4,sim,
23,58000,alugada,1,empreendimento,B,4000,10.74,0,0.07,n,2,sim,
33,153000,hipoteca,1,reforma,D,23100,14.74,1,0.15,s,9,sim,
28,84000,alugada,3,reforma,B,15000,11.86,0,0.18,n,9,sim,
27,60000,alugada,1,uso_pessoal,C,10000,13.22,0,0.17,n,7,sim,
23,60000,hipoteca,8,educacao,B,21000,NULL,0,0.35,n,3,não,
26,59760,hipoteca,NULL,reforma,B,6000,9.99,0,0.1,n,2,não,
23,62900,alugada,7,saude,D,5000,14.84,1,0.07,n,4,sim,"Cálculo do comprometimento da renda diferente do apontado; "
27,39000,alugada,3,uso_pessoal,B,11000,NULL,0,0.28,n,7,não,
23,48000,alugada,8,uso_pessoal,B,4000,10.37,1,0.08,n,3,sim,
28,38100,alugada,6,quitacao_debitos,B,4800,9.63,1,0.13,n,10,sim,
25,96000,hipoteca,10,empreendimento,A,20000,6.99,0,0.21,n,3,sim,
23,75000,alugada,7,educacao,C,NULL,NULL,0,0.05,n,2,não,
25,44196,hipoteca,8,reforma,A,4000,7.51,0,0.09,n,3,sim,
30,90000,alugada,3,saude,C,12000,12.29,0,0.13,n,5,sim,
24,75000,alugada,6,uso_pessoal,B,15000,11.71,0,0.2,n,4,sim,
28,54000,alugada,2,saude,D,12000,15.31,1,0.22,n,7,sim,
30,50000,alugada,0,reforma,B,10000,10.36,0,0.2,n,7,sim,
25,15648,alugada,NULL,educacao,B,2400,11.71,0,0.15,n,4,não,
29,72000,hipoteca,12,quitacao_debitos,D,12000,15.62,1,0.17,s,9,sim,
23,50400,hipoteca,7,educacao,B,2500,10.99,0,0.05,n,4,sim,
33,90000,hipoteca,4,quitacao_debitos,C,12000,12.98,0,0.13,n,6,sim,
24,68000,hipoteca,7,educacao,A,6000,7.88,0,0.09,n,2,sim,
25,64000,alugada,7,educacao,D,8000,15.28,1,0.13,n,4,sim,
22,128000,hipoteca,6,empreendimento,A,21600,6.91,0,0.17,n,4,sim,
22,50000,alugada,6,educacao,A,15000,6.03,0,0.3,n,2,sim,
31,50000,hipoteca,7,reforma,A,4800,6.03,0,0.1,n,5,sim,
27,30000,propria,4,empreendimento,B,5000,NULL,0,0.17,n,5,não,
29,43738,alugada,1,saude,A,14000,7.88,1,0.32,n,6,sim,
25,62165,alugada,2,saude,D,10800,15.65,1,0.15,s,4,sim,"Cálculo do comprometimento da renda diferente do apontado; "
27,125000,hipoteca,7,educacao,A,9000,7.51,0,0.07,n,6,sim,
23,70000,alugada,4,educacao,A,6000,7.49,0,0.09,n,2,sim,
30,130000,hipoteca,8,empreendimento,B,27000,11.71,0,0.21,n,6,sim,
25,39396,alugada,0,empreendimento,D,6000,15.31,1,0.15,s,3,sim,
27,51850,alugada,2,saude,D,3000,14.96,1,0.05,s,7,sim,"Cálculo do comprometimento da renda diferente do apontado; "
25,120000,alugada,3,uso_pessoal,B,12000,9.01,0,0.1,n,2,sim,
28,30000,alugada,7,empreendimento,B,10000,10.38,1,0.33,n,5,sim,
23,65000,hipoteca,0,uso_pessoal,A,12000,7.9,0,0.18,n,3,sim,
24,30300,hipoteca,0,saude,A,5000,7.74,0,0.17,n,2,sim,
32,106000,hipoteca,12,reforma,A,12000,5.79,0,0.11,n,8,sim,
36,30000,alugada,7,educacao,B,4000,10.74,0,0.13,n,12,sim,
27,72000,hipoteca,4,quitacao_debitos,B,24000,NULL,0,0.33,n,9,não,
34,108000,hipoteca,4,quitacao_debitos,G,25000,20.03,1,0.23,n,8,sim,
24,40000,hipoteca,1,saude,B,7500,12.42,0,0.19,n,4,sim,
30,78111,hipoteca,5,uso_pessoal,A,25000,7.51,1,0.32,n,7,sim,
34,26000,propria,0,saude,A,3000,8.49,0,0.12,n,9,sim,
23,60000,alugada,7,uso_pessoal,C,15000,14.22,0,0.25,s,2,sim,
25,64000,alugada,9,educacao,D,5000,15.33,0,0.08,s,4,sim,
22,80000,alugada,4,quitacao_debitos,A,7000,6.62,0,0.09,n,3,sim,
21,37200,propria,5,empreendimento,A,7000,8.49,0,0.19,n,4,sim,
28,50500,alugada,3,reforma,C,5200,12.53,0,0.1,n,8,sim,
25,86000,hipoteca,3,educacao,A,8000,7.29,0,0.09,n,2,sim,
22,12000,alugada,0,educacao,A,6700,7.66,1,0.56,n,4,sim,
29,111740,hipoteca,4,uso_pessoal,C,5000,14.27,0,0.04,s,6,sim,
33,75000,hipoteca,6,empreendimento,A,6000,7.51,0,0.08,n,5,sim,
24,85000,alugada,5,saude,B,25000,10.62,0,0.29,n,4,sim,
27,90000,hipoteca,5,quitacao_debitos,A,10000,7.14,0,0.11,n,5,sim,
24,64000,propria,7,empreendimento,E,6100,18.64,1,0.1,s,4,sim,
24,120000,hipoteca,8,reforma,C,9500,11.66,0,0.08,s,2,sim,
21,26940,alugada,1,educacao,A,2500,5.42,0,0.09,n,4,sim,
36,46800,hipoteca,20,saude,A,2800,7.51,1,0.06,n,12,sim,
33,66000,alugada,5,reforma,C,4800,13.57,0,0.07,n,7,sim,
41,70000,hipoteca,1,educacao,C,20000,14.26,0,0.29,n,13,sim,
25,28800,alugada,1,empreendimento,E,6000,17.04,1,0.21,s,4,sim,
29,57300,propria,13,saude,B,12000,11.48,0,0.21,n,8,sim,
26,34000,alugada,4,uso_pessoal,E,4200,16.82,1,0.12,s,3,sim,
26,62400,alugada,0,uso_pessoal,B,5500,9.76,0,0.09,n,4,sim,
21,24000,alugada,NULL,saude,C,10000,13.48,1,0.42,n,2,não,
22,48000,hipoteca,0,uso_pessoal,B,2800,12.53,0,0.06,n,2,sim,
36,15000,propria,2,reforma,C,5000,13.92,1,0.33,n,11,sim,
31,54996,alugada,3,reforma,A,10000,7.74,0,0.18,n,9,sim,
29,62000,hipoteca,6,empreendimento,A,12000,7.51,0,0.19,n,5,sim,
29,54912,hipoteca,11,quitacao_debitos,C,5500,12.53,0,0.1,s,8,sim,
29,34999,hipoteca,8,quitacao_debitos,D,6250,15.95,1,0.18,s,9,sim,
24,45000,hipoteca,8,uso_pessoal,A,4000,NULL,0,0.09,n,2,não,
28,64049,hipoteca,7,uso_pessoal,B,20000,12.69,0,0.31,n,8,sim,
24,17496,alugada,NULL,educacao,C,3700,14.22,1,0.21,n,4,não,
24,26000,alugada,5,saude,A,12000,7.9,1,0.46,n,2,sim,
27,59000,hipoteca,11,saude,A,4000,5.79,0,0.07,n,6,sim,
29,76000,hipoteca,4,reforma,E,20000,NULL,1,0.26,s,8,não,
32,50004,alugada,5,educacao,D,2200,15.65,0,0.04,s,9,sim,
NULL,30000,alugada,1,educacao,,4500,11.97,0,0.04,s,2,não,"Cálculo do comprometimento da renda diferente do apontado; "
23,80000,hipoteca,3,quitacao_debitos,B,24000,11.71,0,0.3,n,3,sim,
22,54225,alugada,NULL,educacao,E,10000,NULL,1,0.4,,4,não,"Cálculo do comprometimento da renda diferente do apontado; "
31,50000,,NULL,saude,A,2000,NULL,0,0.1,n,3,não,"Cálculo do comprometimento da renda diferente do apontado; "
42,60000,hipoteca,4,reforma,B,8850,10.37,0,0.15,n,16,sim,
34,44000,hipoteca,18,saude,D,4000,15.95,1,0.09,s,9,sim,
28,69000,propria,11,reforma,B,6000,11.86,0,0.09,n,9,sim,
25,57000,hipoteca,5,reforma,D,11200,14.46,0,0.2,s,4,sim,
29,44720,alugada,6,educacao,B,7500,NULL,0,0.17,n,5,não,
22,24432,alugada,0,educacao,B,2000,11.36,0,0.08,n,4,sim,
37,88824,hipoteca,8,empreendimento,A,3600,6.62,0,0.04,n,17,sim,
27,46000,hipoteca,2,uso_pessoal,C,4000,12.53,1,0.09,s,9,sim,
51,80000,alugada,3,reforma,F,18000,18.78,0,0.23,s,20,sim,
32,120000,alugada,5,empreendimento,E,15000,15.68,0,0.13,n,7,sim,
22,60000,alugada,0,educacao,B,15000,11.71,0,0.25,n,3,sim,
33,115000,hipoteca,10,saude,B,25000,11.86,0,0.22,n,8,sim,
22,37000,alugada,6,quitacao_debitos,B,3000,11.11,1,0.08,n,2,sim,
35,55000,alugada,3,quitacao_debitos,B,9000,10.25,0,0.16,n,6,sim,
27,45000,hipoteca,4,saude,A,5000,6.03,0,0.11,n,9,sim,
23,75000,hipoteca,1,,E,12500,15.33,0,NULL,s,3,não,
21,34000,hipoteca,5,uso_pessoal,A,7200,6.76,1,0.21,n,2,sim,
26,92000,alugada,0,empreendimento,D,6000,15.58,1,0.07,n,3,sim,
35,135000,hipoteca,12,educacao,C,10000,13.16,0,0.07,s,7,sim,
23,54000,hipoteca,3,saude,C,7500,11.03,1,0.14,s,3,sim,
31,15000,alugada,NULL,educacao,A,5000,NULL,1,0.33,n,10,não,
28,54000,alugada,1,empreendimento,E,24000,16.45,1,0.44,s,8,sim,
24,34000,alugada,8,saude,B,12000,11.71,1,0.35,n,4,sim,
37,40000,propria,1,empreendimento,B,15000,11.48,0,0.38,n,14,sim,
23,40000,hipoteca,2,quitacao_debitos,B,2000,10.99,0,0.05,n,4,sim,
24,54000,alugada,2,empreendimento,E,12500,14.5,1,0.23,n,4,sim,
33,35000,alugada,0,uso_pessoal,A,5000,8.9,0,0.14,n,5,sim,
25,78000,hipoteca,9,educacao,A,8000,5.79,0,0.1,n,2,sim,
29,32000,alugada,3,saude,C,11500,14.22,1,0.36,n,7,sim,
29,60000,alugada,2,saude,A,14000,7.51,0,0.23,n,8,sim,
21,62500,hipoteca,6,educacao,A,13200,7.9,0,0.21,n,3,sim,
23,20400,alugada,0,uso_pessoal,A,4800,NULL,0,0.24,n,2,não,
27,150000,hipoteca,2,saude,A,18000,NULL,0,0.12,n,5,não,
26,55080,hipoteca,10,saude,A,2500,7.66,1,0.04,n,3,sim,"Cálculo do comprometimento da renda diferente do apontado; "
