IDADE,RENDA_ANUAL,MORADIA,TEMPO_DE_SERVICO,MOTIVO_EMPRESTIMO,SCORE_CREDITO,VALOR_EMPRESTIMO,TAXA_DE_JUROS,SITUACAO_INADIMPLENCIA,COMPROMETIMENTO_DA_RENDA,HISTORICO_DE_INADIMPLENCIA,HISTORICO_DE_CREDITO
23,50000,alugada,1,quitacao_debitos,B,6000,11.48,1,0.12,n,4
28,87950,hipoteca,12,uso_pessoal,B,24000,10.75,0,0.27,n,7
22,24000,propria,0,saude,C,5000,13.35,0,0.21,n,4
31,57006,alugada,7,empreendimento,A,6000,7.29,0,0.11,n,10
24,65000,alugada,2,reforma,B,11400,11.89,0,0.18,n,3
29,87000,hipoteca,6,empreendimento,A,4800,8.94,0,0.06,n,5
29,52000,alugada,3,empreendimento,A,8400,5.79,0,0.16,n,6
30,72000,hipoteca,12,saude,B,10000,10,0,0.14,n,7
39,40800,propria,0,reforma,A,3500,8.59,0,0.09,n,14
22,55000,propria,1,empreendimento,B,10000,10.99,0,0.18,n,3
28,150000,alugada,1,saude,C,12500,14.35,0,0.08,s,8
23,40000,alugada,6,educacao,B,15000,11.71,1,0.38,n,3
28,56664,hipoteca,12,uso_pessoal,D,16300,14.91,1,0.29,s,10
35,27600,hipoteca,19,educacao,B,3000,11.86,0,0.11,n,5
23,60000,hipoteca,6,educacao,A,7000,6.54,0,0.12,n,3
23,85000,alugada,7,uso_pessoal,B,15000,10.99,0,0.18,n,3
35,39000,alugada,8,saude,B,5000,9.99,1,0.13,n,6
23,48000,alugada,2,educacao,B,16000,10,1,0.33,n,4
27,67000,alugada,5,quitacao_debitos,C,12000,13.23,0,0.18,s,9
26,53826,hipoteca,10,reforma,C,8500,14.79,1,0.16,n,2
32,140000,hipoteca,9,educacao,A,11000,5.42,0,0.08,n,8
24,65000,alugada,4,educacao,D,21250,15.95,1,0.33,s,4
34,50000,propria,0,empreendimento,A,16000,7.51,0,0.32,n,7
25,54000,alugada,1,empreendimento,A,3000,9.32,0,0.06,n,3
28,46739,alugada,0,saude,C,11200,13.48,0,0.24,n,8
34,195000,hipoteca,18,uso_pessoal,A,6000,6.92,0,0.03,n,10
24,50000,hipoteca,7,empreendimento,B,7500,11.71,0,0.15,n,4
24,59600,alugada,8,uso_pessoal,A,10000,5.99,0,0.17,n,4
31,66500,hipoteca,0,empreendimento,A,4200,7.66,0,0.06,n,8
22,38400,propria,5,educacao,C,10000,13.99,0,0.26,n,2
25,120000,hipoteca,4,reforma,B,25000,10.99,1,0.21,n,2
36,30123,alugada,5,saude,C,2000,14.26,0,0.07,s,12
21,34000,outro,3,empreendimento,E,9600,15.68,1,0.28,s,2
23,91000,hipoteca,5,empreendimento,D,10000,16.32,0,0.11,s,3
35,70360,alugada,8,educacao,A,10000,6.62,0,0.14,n,5
27,35000,alugada,9,quitacao_debitos,B,5000,11.49,0,0.14,n,8
24,63996,hipoteca,5,empreendimento,B,6000,10.75,0,0.09,n,3
35,21340,alugada,0,quitacao_debitos,B,8000,11.14,1,0.37,n,7
31,29000,alugada,0,quitacao_debitos,E,10000,13.75,1,0.34,n,8
22,50000,alugada,3,quitacao_debitos,C,6000,13.49,0,0.12,s,2
24,45000,alugada,5,saude,C,1300,13.61,0,0.03,s,4
23,120000,hipoteca,8,saude,A,10000,7.88,0,0.08,n,2
29,125000,hipoteca,5,uso_pessoal,A,12000,5.79,0,0.1,n,7
25,86000,alugada,9,educacao,D,16000,16.29,0,0.19,s,2
24,86000,alugada,8,educacao,A,6575,6.99,0,0.08,n,3
26,31200,alugada,1,empreendimento,A,6400,7.51,0,0.21,n,3
27,121000,hipoteca,3,reforma,A,16800,6.91,0,0.14,n,8
26,76668,alugada,10,quitacao_debitos,A,7200,9.63,0,0.09,n,4
35,48000,hipoteca,8,saude,C,2000,11.97,0,0.04,n,10
38,76000,hipoteca,4,uso_pessoal,A,9000,5.99,0,0.12,n,12
42,68000,alugada,3,saude,B,8500,10.37,0,0.13,n,12
26,94800,hipoteca,10,quitacao_debitos,A,14000,6.03,0,0.15,n,4
27,68000,alugada,0,quitacao_debitos,A,6500,7.51,0,0.1,n,7
32,54000,hipoteca,4,saude,C,12000,15.27,0,0.22,n,6
23,75000,propria,5,empreendimento,A,10000,6.92,0,0.13,n,2
32,36000,alugada,4,saude,D,6000,16.07,1,0.17,s,10
37,780000,alugada,9,empreendimento,B,7500,12.18,0,0.01,n,13
22,35500,hipoteca,0,educacao,C,4000,12.53,0,0.11,n,2
22,33716,propria,6,educacao,A,13750,6.92,0,0.41,n,2
28,74000,hipoteca,13,uso_pessoal,B,7800,10.99,0,0.11,n,7
23,24000,propria,0,educacao,A,7000,7.14,0,0.29,n,3
30,30000,propria,14,uso_pessoal,A,5000,7.14,0,0.17,n,7
23,90000,alugada,4,empreendimento,A,10000,7.51,0,0.11,n,2
31,110000,hipoteca,0,reforma,C,5000,14.26,0,0.05,n,10
27,28800,alugada,0,educacao,A,3000,7.88,1,0.1,n,7
25,24000,alugada,2,saude,A,10625,6.03,1,0.44,n,2
23,50000,alugada,4,empreendimento,B,18225,10.74,1,0.36,n,3
26,30576,hipoteca,10,saude,D,3000,14.46,1,0.1,s,2
21,44004,alugada,2,reforma,B,7000,11.46,1,0.16,n,2
27,43200,propria,2,empreendimento,B,5000,12.69,0,0.12,n,8
24,51000,hipoteca,4,reforma,A,8500,8.94,0,0.17,n,3
29,48000,hipoteca,3,educacao,B,9000,11.99,0,0.19,n,5
26,56700,hipoteca,3,quitacao_debitos,A,6000,9.63,0,0.11,n,4
24,56000,hipoteca,5,empreendimento,A,13000,8.94,0,0.23,n,3
27,27000,alugada,3,saude,B,6900,9.99,0,0.26,n,7
23,30000,alugada,3,uso_pessoal,A,3600,5.99,0,0.12,n,2
27,33000,hipoteca,8,educacao,D,9000,12.49,1,0.27,s,8
27,54000,alugada,4,uso_pessoal,D,9600,12.17,1,0.18,s,9
26,56000,alugada,4,quitacao_debitos,C,25000,12.87,1,0.45,n,2
21,44004,hipoteca,5,empreendimento,B,7200,11.89,0,0.16,n,4
25,48000,alugada,3,saude,C,9000,13.79,0,0.19,s,2
22,49000,alugada,1,educacao,A,8000,6.91,1,0.16,n,2
58,68000,hipoteca,1,uso_pessoal,B,8000,10.99,0,0.12,n,29
36,50000,hipoteca,8,quitacao_debitos,A,10000,6.03,0,0.2,n,13
29,200000,alugada,14,educacao,B,16000,12.69,0,0.08,n,7
33,58800,alugada,10,empreendimento,B,3000,11.49,0,0.05,n,5
31,101000,hipoteca,6,uso_pessoal,A,12000,9.63,0,0.12,n,7
30,36996,alugada,5,educacao,A,10000,8.9,0,0.27,n,6
29,80000,hipoteca,2,reforma,A,4500,6.76,0,0.06,n,10
36,130000,alugada,3,quitacao_debitos,B,14000,10.37,0,0.11,n,14
22,46610,alugada,6,quitacao_debitos,B,18000,10.71,1,0.39,n,3
25,85000,hipoteca,9,empreendimento,C,7200,13.57,0,0.08,n,3
29,60000,alugada,0,reforma,A,4000,7.88,0,0.07,n,6
23,55000,hipoteca,8,empreendimento,B,7200,11.71,0,0.13,n,3
23,114600,hipoteca,7,educacao,C,10000,13.06,0,0.09,n,3
24,73000,alugada,1,quitacao_debitos,D,11400,14.84,1,0.16,s,4
23,36000,hipoteca,3,empreendimento,B,4800,10.38,0,0.13,n,4
29,62500,hipoteca,13,quitacao_debitos,B,5000,11.36,0,0.08,n,7
23,87550,alugada,7,saude,A,18000,7.51,1,0.17,n,3
69,24000,alugada,3,saude,A,6000,6.62,0,0.25,n,20
24,112000,hipoteca,5,uso_pessoal,D,15000,15.31,0,0.13,n,4
27,44630,propria,10,saude,B,10825,10.99,0,0.24,n,8
25,106226,hipoteca,9,educacao,B,20000,12.18,0,0.19,n,4
29,66000,hipoteca,4,quitacao_debitos,E,8200,17.04,1,0.12,s,7
27,27000,hipoteca,5,saude,B,3000,11.14,0,0.11,n,9
26,70000,hipoteca,0,educacao,A,7000,7.88,0,0.1,n,4
26,32000,hipoteca,7,empreendimento,C,4800,12.61,0,0.15,s,3
24,57600,alugada,8,educacao,C,2500,14.72,0,0.04,s,3
24,56000,alugada,0,empreendimento,C,12000,14.26,0,0.21,s,2
21,45000,alugada,0,educacao,C,12000,11.97,0,0.27,n,3
39,78200,alugada,18,saude,D,24250,16,1,0.26,s,13
25,34000,hipoteca,1,quitacao_debitos,B,10000,11.26,0,0.29,n,3
26,47004,alugada,9,saude,D,2500,15.65,0,0.05,s,3
34,84000,alugada,3,educacao,A,9000,5.79,0,0.11,n,10
23,25200,alugada,7,educacao,B,7200,11.86,1,0.29,n,4
25,40000,propria,0,educacao,B,8000,10.38,0,0.2,n,4
28,77544,hipoteca,2,uso_pessoal,E,15000,16.63,0,0.19,s,5
29,50000,alugada,9,saude,C,3600,15.27,0,0.07,s,10
23,62500,hipoteca,3,quitacao_debitos,D,10000,15.7,1,0.16,n,3
25,84000,hipoteca,4,quitacao_debitos,A,8500,6.62,0,0.1,n,4
23,82000,alugada,7,reforma,D,15000,18.25,1,0.18,s,2
28,28896,alugada,6,uso_pessoal,C,15000,13.48,1,0.52,s,8
23,55000,hipoteca,2,educacao,A,7000,8.59,0,0.13,n,2
27,73000,hipoteca,3,quitacao_debitos,B,18000,12.69,1,0.25,n,6
29,54000,alugada,0,uso_pessoal,D,10000,14.96,1,0.19,n,9
28,39600,hipoteca,2,quitacao_debitos,B,5000,12.53,0,0.13,n,6
24,48000,hipoteca,8,uso_pessoal,A,3200,5.99,0,0.07,n,4
23,39000,alugada,3,educacao,B,3500,11.86,1,0.09,n,4
29,46000,hipoteca,3,reforma,C,7500,14.35,0,0.16,s,5
27,67000,alugada,1,quitacao_debitos,C,2800,13.04,0,0.04,n,10
25,110000,hipoteca,1,uso_pessoal,B,25000,11.49,0,0.23,n,4
26,60000,hipoteca,4,educacao,B,7000,9.62,0,0.12,n,3
29,77800,alugada,2,reforma,B,9000,12.42,0,0.12,n,6
25,35500,alugada,5,saude,B,4000,10.99,0,0.11,n,3
23,81504,hipoteca,6,quitacao_debitos,A,2400,6.92,0,0.03,n,4
24,112000,hipoteca,8,quitacao_debitos,A,3500,5.42,0,0.03,n,4
25,35004,alugada,3,uso_pessoal,A,5000,8.94,0,0.14,n,2
25,30000,hipoteca,5,educacao,B,3600,12.42,0,0.12,n,4
27,89904,alugada,1,educacao,B,10000,10,0,0.11,n,5
22,32000,propria,1,saude,B,1200,9.96,0,0.04,n,2
30,39996,hipoteca,2,uso_pessoal,B,10000,10.75,0,0.25,n,8
27,60000,alugada,3,uso_pessoal,C,4800,13.35,0,0.08,s,9
23,54000,alugada,6,reforma,E,6000,16.45,1,0.11,n,2
24,68648,alugada,1,empreendimento,B,5000,10.99,0,0.07,n,2
24,94000,alugada,6,reforma,C,9600,12.99,0,0.1,n,2
27,22000,hipoteca,11,educacao,A,2500,7.49,0,0.11,n,6
28,42000,alugada,0,educacao,B,12000,11.11,0,0.29,n,9
26,48000,alugada,7,saude,A,9000,8.94,0,0.19,n,3
31,80000,alugada,1,saude,B,9600,9.91,0,0.12,n,7
30,228000,hipoteca,9,empreendimento,D,12800,15.33,0,0.06,n,8
26,50000,propria,6,educacao,B,3000,9.91,0,0.06,n,2
22,52800,alugada,3,educacao,A,5600,7.29,0,0.11,n,3
24,48000,hipoteca,5,reforma,A,17000,6.91,0,0.35,n,4
21,36000,hipoteca,2,saude,C,5000,14.27,1,0.14,s,2
30,115000,hipoteca,3,quitacao_debitos,D,20000,14.59,1,0.17,n,7
27,120000,hipoteca,3,uso_pessoal,B,14000,11.99,0,0.12,n,7
41,66000,hipoteca,20,empreendimento,A,10000,6.62,0,0.15,n,12
32,50000,propria,16,saude,A,8000,7.49,0,0.16,n,10
28,86400,hipoteca,0,educacao,A,5000,5.79,0,0.06,n,5
26,45000,alugada,5,uso_pessoal,B,2000,11.49,0,0.04,n,2
25,153000,hipoteca,9,educacao,B,7500,11.71,0,0.05,n,3
21,13200,propria,0,empreendimento,C,4500,12.98,1,0.34,n,4
38,60000,alugada,2,uso_pessoal,C,24000,13.85,1,0.4,n,16
21,36800,hipoteca,5,educacao,A,12400,7.51,0,0.34,n,4
22,78000,hipoteca,6,quitacao_debitos,B,9600,10.95,0,0.12,n,2
23,92000,hipoteca,7,uso_pessoal,B,15000,11.26,0,0.16,n,2
31,57240,hipoteca,1,educacao,A,10000,5.99,0,0.17,n,6
23,87000,hipoteca,7,saude,A,17000,7.51,0,0.2,n,3
28,36000,alugada,1,saude,C,4800,12.61,0,0.13,n,9
22,44400,alugada,2,uso_pessoal,E,10800,18.79,1,0.24,n,3
24,30000,alugada,2,reforma,C,6600,13.06,1,0.22,n,2
32,46000,alugada,0,reforma,D,3000,16.29,1,0.07,n,9
25,55000,alugada,9,educacao,B,9000,10.99,0,0.16,n,4
23,53352,alugada,3,saude,A,17500,6.54,1,0.33,n,4
27,60000,alugada,11,empreendimento,B,20000,10.51,1,0.33,n,7
24,97000,hipoteca,2,reforma,C,12000,10.28,0,0.12,n,2
32,40000,hipoteca,12,educacao,B,9000,10.59,0,0.23,n,7
33,74000,hipoteca,2,saude,A,20500,6.54,0,0.28,n,10
31,24996,hipoteca,6,uso_pessoal,B,6000,9.25,0,0.24,n,9
48,59000,alugada,2,educacao,A,6000,5.99,0,0.1,n,12
22,50000,hipoteca,4,educacao,A,12000,7.29,0,0.24,n,3
32,225000,hipoteca,4,uso_pessoal,C,20000,13.92,0,0.09,n,10
27,75000,hipoteca,6,saude,A,10000,5.79,0,0.13,n,7
24,108000,hipoteca,1,reforma,C,18000,12.53,0,0.17,s,3
22,165000,hipoteca,5,empreendimento,D,24000,15.62,0,0.15,s,2
41,75000,hipoteca,13,quitacao_debitos,D,4800,15.58,1,0.06,s,15
24,33996,alugada,2,empreendimento,D,5000,12.92,1,0.15,n,4
25,50600,propria,3,uso_pessoal,A,3000,7.51,0,0.06,n,2
50,65000,alugada,0,empreendimento,B,3000,10.99,0,0.05,n,14
35,59000,alugada,11,quitacao_debitos,C,2000,13.48,0,0.03,s,7
30,22000,propria,4,empreendimento,C,2000,13.57,0,0.09,n,9
23,45480,hipoteca,7,quitacao_debitos,C,4400,13.16,1,0.1,n,3
23,24000,alugada,0,educacao,B,2500,11.71,0,0.1,n,2
50,58800,hipoteca,12,quitacao_debitos,E,22000,17.74,1,0.37,n,15
51,38000,alugada,7,uso_pessoal,B,13000,12.42,1,0.34,n,18
25,60000,alugada,9,educacao,A,12000,7.9,0,0.2,n,2
23,120000,hipoteca,2,uso_pessoal,D,24250,16.02,0,0.2,s,4
27,72000,hipoteca,2,saude,A,21100,8.9,0,0.29,n,8
29,82450,hipoteca,11,saude,E,7500,14.5,1,0.08,n,9
38,40000,alugada,15,uso_pessoal,D,10000,16.29,0,0.25,n,12
23,35000,alugada,0,quitacao_debitos,C,5200,13.92,0,0.15,n,2
26,35000,propria,1,empreendimento,B,5600,11.11,0,0.16,n,4
34,14000,alugada,3,uso_pessoal,C,5000,13.35,1,0.36,n,10
25,201000,hipoteca,9,quitacao_debitos,A,14000,7.66,0,0.07,n,4
28,25000,hipoteca,5,reforma,C,6000,14.72,0,0.24,n,10
24,50000,hipoteca,0,educacao,B,18650,9.91,0,0.37,n,3
23,120000,hipoteca,5,empreendimento,B,6000,9.99,0,0.05,n,3
31,28452,alugada,4,uso_pessoal,B,1500,11.11,0,0.05,n,5
21,34500,hipoteca,3,educacao,A,6400,7.51,0,0.19,n,2
36,85000,alugada,3,saude,A,3825,5.42,0,0.04,n,15
26,70000,alugada,3,uso_pessoal,A,6000,8.49,0,0.09,n,4
27,51600,alugada,4,empreendimento,A,12000,6.99,0,0.23,n,9
22,34000,alugada,4,saude,D,3800,18.25,1,0.11,s,3
24,65000,hipoteca,8,uso_pessoal,A,3300,7.51,0,0.05,n,4
22,14400,alugada,0,quitacao_debitos,C,4000,10.91,1,0.28,s,2
23,49000,alugada,0,uso_pessoal,A,13000,6.17,0,0.27,n,4
24,27000,alugada,0,empreendimento,B,3000,11.14,0,0.11,n,2
32,45000,hipoteca,0,empreendimento,B,14000,12.69,0,0.31,n,9
23,120000,hipoteca,0,educacao,C,23000,11.03,0,0.19,n,2
33,54000,hipoteca,8,saude,A,3800,8.9,0,0.07,n,7
29,75000,alugada,6,reforma,B,6500,10.74,0,0.09,n,9
23,95000,hipoteca,3,reforma,F,15000,17.03,1,0.16,n,2
30,110000,propria,14,empreendimento,C,12000,13.57,0,0.11,s,7
26,43200,propria,1,educacao,C,17000,13.49,0,0.39,s,2
23,60000,alugada,0,educacao,C,11200,10.78,0,0.19,n,3
23,120000,hipoteca,4,educacao,B,2400,12.42,0,0.02,n,3
36,24000,alugada,20,quitacao_debitos,B,10000,11.86,1,0.42,n,15
23,60000,hipoteca,0,saude,B,15000,10.37,0,0.25,n,4
27,66000,alugada,2,educacao,C,8000,14.79,0,0.12,s,7
27,66500,hipoteca,3,reforma,B,16000,10.99,0,0.24,n,5
23,70000,alugada,8,quitacao_debitos,A,6725,6.62,0,0.1,n,2
22,60000,alugada,6,saude,B,3200,11.71,0,0.05,n,2
23,27000,propria,4,empreendimento,A,6400,7.9,0,0.24,n,2
23,90000,alugada,0,uso_pessoal,A,2000,7.88,0,0.02,n,3
27,51996,propria,8,quitacao_debitos,D,9600,14.09,0,0.18,n,9
30,120000,hipoteca,6,educacao,A,14000,7.88,0,0.12,n,6
34,85000,hipoteca,6,reforma,B,24000,11.49,0,0.28,n,7
27,105000,hipoteca,5,educacao,B,20000,11.48,0,0.19,n,6
30,120000,alugada,3,reforma,E,10000,17.04,0,0.08,n,5
22,70000,alugada,3,educacao,A,12000,7.29,0,0.17,n,4
27,65000,alugada,5,uso_pessoal,E,7000,16.82,0,0.11,n,9
22,16800,alugada,1,educacao,B,3050,9.91,1,0.18,n,3
34,128000,hipoteca,14,reforma,A,12325,8.49,1,0.1,n,5
27,75000,alugada,7,empreendimento,B,15000,11.14,0,0.2,n,6
27,98000,hipoteca,11,empreendimento,B,17000,8.88,0,0.17,n,9
34,80000,alugada,0,quitacao_debitos,A,30000,6.62,1,0.38,n,5
24,85000,hipoteca,8,uso_pessoal,A,10400,5.79,0,0.12,n,4
28,62496,alugada,1,quitacao_debitos,B,13000,10.37,0,0.21,n,8
24,40000,hipoteca,2,reforma,B,2500,9.99,0,0.06,n,2
24,185000,hipoteca,8,uso_pessoal,A,10000,6.92,0,0.05,n,3
28,74000,hipoteca,6,empreendimento,E,7000,15.38,1,0.09,n,9
23,54000,hipoteca,7,educacao,B,21200,12.42,1,0.39,n,2
25,51996,alugada,9,empreendimento,B,20000,10.99,1,0.38,n,3
33,42000,alugada,3,quitacao_debitos,C,12000,13.57,0,0.29,n,7
23,46000,alugada,2,empreendimento,D,6800,15.65,1,0.15,s,4
22,54000,alugada,1,quitacao_debitos,A,5000,6.54,1,0.09,n,3
31,20000,alugada,7,educacao,C,2500,12.53,0,0.13,s,10
34,55000,hipoteca,6,uso_pessoal,C,2500,13.49,0,0.05,n,5
23,50000,alugada,5,uso_pessoal,B,6000,11.48,0,0.12,n,3
24,65000,propria,3,uso_pessoal,B,6000,11.36,0,0.09,n,2
21,9000,alugada,4,reforma,C,3000,15.23,1,0.33,n,4
29,37000,alugada,1,saude,C,10000,12.53,0,0.27,n,5
23,40000,alugada,4,uso_pessoal,C,3500,13.23,0,0.09,s,2
26,62000,hipoteca,5,saude,A,10000,7.88,0,0.16,n,2
22,160000,alugada,6,uso_pessoal,A,20000,7.49,0,0.13,n,3
22,18000,propria,3,uso_pessoal,A,3000,7.9,1,0.17,n,4
29,44000,alugada,4,quitacao_debitos,C,12000,15.96,1,0.27,s,7
26,84996,hipoteca,6,educacao,C,1500,12.23,0,0.02,n,4
26,70000,alugada,7,quitacao_debitos,C,20000,13.16,1,0.29,n,3
26,53000,alugada,5,quitacao_debitos,A,10000,8.59,0,0.19,n,4
23,47000,hipoteca,7,saude,C,16000,14.35,1,0.34,s,3
26,67000,hipoteca,10,uso_pessoal,B,10000,12.21,0,0.15,n,3
29,55000,hipoteca,1,empreendimento,A,12625,7.9,0,0.23,n,6
27,33000,alugada,11,reforma,D,1600,16.89,1,0.05,s,5
24,47000,alugada,8,empreendimento,A,7000,6.62,0,0.15,n,3
25,72000,hipoteca,9,quitacao_debitos,C,10000,14.27,1,0.14,n,3
40,114054,hipoteca,3,quitacao_debitos,A,35000,8.9,0,0.31,n,14
34,120000,alugada,4,uso_pessoal,B,12000,11.49,0,0.1,n,6
21,56000,hipoteca,6,saude,B,5600,10.37,0,0.1,n,4
22,36000,alugada,0,uso_pessoal,B,3000,11.71,0,0.08,n,3
27,75000,alugada,6,reforma,B,12000,10.99,0,0.16,n,10
29,28000,alugada,0,saude,C,10000,12.84,1,0.36,s,7
28,29000,alugada,8,reforma,B,14000,11.99,1,0.48,n,9
24,73000,alugada,2,saude,B,4600,9.99,0,0.06,n,2
30,100000,alugada,1,uso_pessoal,B,1000,11.71,0,0.01,n,6
27,47900,propria,1,empreendimento,C,7500,13.47,0,0.16,n,6
24,48000,hipoteca,8,saude,A,10000,7.49,0,0.21,n,3
23,72150,alugada,3,empreendimento,B,14000,10.75,0,0.19,n,3
34,46000,hipoteca,5,empreendimento,A,10000,6.62,0,0.22,n,6
26,40000,alugada,2,saude,A,12000,7.51,0,0.3,n,2
23,105000,hipoteca,4,empreendimento,B,19000,11.99,0,0.18,n,3
26,68000,hipoteca,3,quitacao_debitos,A,10000,5.79,0,0.15,n,2
23,77000,alugada,3,empreendimento,B,1150,10.95,0,0.01,n,2
29,30000,alugada,1,uso_pessoal,B,3500,11.86,0,0.12,n,8
25,162000,hipoteca,5,quitacao_debitos,E,25000,16,1,0.15,s,3
22,58900,alugada,2,saude,C,14900,13.57,0,0.25,n,3
22,24996,propria,2,uso_pessoal,B,13000,8.88,0,0.52,n,4
24,40000,alugada,3,quitacao_debitos,A,4000,5.42,0,0.1,n,2
32,262000,hipoteca,12,saude,B,12800,9.91,0,0.05,n,8
34,42994,propria,7,educacao,D,7675,13.87,0,0.18,n,8
23,76800,hipoteca,0,educacao,F,7200,20.89,1,0.09,n,2
40,120000,hipoteca,6,uso_pessoal,B,9600,10.59,0,0.08,n,14
35,60000,hipoteca,5,reforma,B,9000,12.42,0,0.15,n,7
21,27600,propria,3,educacao,C,1000,15.27,0,0.04,s,3
26,83000,alugada,1,quitacao_debitos,B,12000,9.99,0,0.14,n,3
40,201400,alugada,2,educacao,C,12450,12.23,0,0.06,n,15
22,72204,alugada,2,educacao,C,6700,13.47,0,0.09,s,4
22,48000,alugada,5,saude,B,15000,11.89,1,0.31,n,4
27,47000,alugada,3,empreendimento,D,25000,15.7,1,0.53,s,10
29,19200,alugada,4,uso_pessoal,B,4000,10.37,1,0.21,n,6
23,28000,hipoteca,7,quitacao_debitos,D,9500,15.62,1,0.34,n,2
31,114996,hipoteca,8,quitacao_debitos,A,15000,6.92,0,0.13,n,8
32,45000,hipoteca,6,educacao,A,6400,7.49,0,0.14,n,8
22,40000,propria,4,educacao,A,8000,5.79,0,0.2,n,2
34,44000,alugada,2,empreendimento,B,4000,10.36,0,0.09,n,9
22,20800,alugada,1,quitacao_debitos,A,7200,6.91,1,0.35,n,4
25,60000,hipoteca,2,educacao,B,10000,12.21,0,0.17,n,3
21,78000,alugada,2,quitacao_debitos,D,10000,15.57,1,0.13,s,4
22,39996,alugada,0,uso_pessoal,B,7500,11.86,0,0.19,n,3
22,39996,alugada,3,uso_pessoal,A,11000,5.79,0,0.28,n,2
45,119004,hipoteca,13,uso_pessoal,B,5000,11.49,0,0.04,n,13
23,27996,propria,1,educacao,C,4200,14.72,0,0.15,s,4
28,38004,alugada,4,quitacao_debitos,C,10000,13.61,0,0.26,n,7
22,39000,alugada,5,quitacao_debitos,B,13000,11.83,1,0.33,n,4
27,116000,propria,3,saude,A,6000,7.29,0,0.05,n,7
23,100000,propria,0,empreendimento,C,1000,14.26,0,0.01,n,3
22,14400,alugada,2,empreendimento,E,1000,16.69,1,0.07,s,3
28,60000,alugada,4,saude,D,16000,16.07,1,0.27,s,8
29,54996,alugada,6,uso_pessoal,E,4200,15.95,0,0.08,s,10
36,60000,propria,0,uso_pessoal,E,10225,17.51,0,0.17,s,13
22,54000,alugada,1,educacao,C,7000,13.47,0,0.13,s,2
36,9600,hipoteca,1,empreendimento,B,3250,11.49,1,0.34,n,15
28,75000,alugada,0,educacao,A,12000,6.03,0,0.16,n,6
33,68000,hipoteca,9,educacao,B,2100,12.53,0,0.03,n,9
29,30000,alugada,3,educacao,E,10000,16.82,1,0.33,n,7
28,107364,hipoteca,12,quitacao_debitos,A,8000,6.76,0,0.07,n,9
32,155000,propria,6,saude,B,15000,12.42,0,0.1,n,7
29,109900,hipoteca,9,educacao,C,15000,13.47,1,0.14,s,10
24,29435,alugada,8,empreendimento,A,12000,7.66,1,0.41,n,3
53,110000,alugada,3,empreendimento,A,6000,7.9,0,0.05,n,23
26,44004,alugada,2,saude,A,4500,7.74,0,0.1,n,3
32,25200,alugada,0,uso_pessoal,A,5000,7.91,0,0.2,n,8
21,15600,propria,5,empreendimento,A,1000,7.29,0,0.06,n,4
24,105000,hipoteca,4,empreendimento,C,4000,11.34,0,0.04,n,4
23,130000,propria,7,empreendimento,D,22600,14.96,0,0.17,s,2
28,60000,hipoteca,0,uso_pessoal,A,4000,7.9,0,0.07,n,8
27,59200,alugada,4,quitacao_debitos,B,15000,10.75,0,0.25,n,7
33,56136,alugada,12,empreendimento,E,19000,15.68,1,0.34,s,5
22,48000,hipoteca,6,quitacao_debitos,C,10000,13.49,0,0.21,s,4
22,50000,hipoteca,1,uso_pessoal,E,9800,16.32,0,0.2,s,3
25,29000,alugada,0,saude,C,6000,13.49,1,0.21,n,3
34,65000,propria,2,uso_pessoal,A,5600,8,0,0.09,n,6
26,63400,propria,0,educacao,B,20000,9.62,0,0.32,n,3
45,64000,hipoteca,8,uso_pessoal,A,4800,8.9,1,0.07,n,17
22,53808,hipoteca,5,empreendimento,A,6000,8.9,0,0.11,n,2
31,76000,hipoteca,9,educacao,C,12000,15.96,1,0.16,n,5
24,32400,alugada,0,educacao,C,1600,13.98,1,0.05,n,3
28,11029,hipoteca,12,saude,C,2150,10.78,1,0.19,s,7
25,49920,hipoteca,9,quitacao_debitos,A,3325,5.42,0,0.07,n,3
21,37000,alugada,0,uso_pessoal,B,4000,10.08,0,0.11,n,3
25,105000,hipoteca,3,empreendimento,C,12000,12.84,0,0.11,s,2
21,100000,alugada,1,quitacao_debitos,A,7800,7.88,0,0.08,n,2
24,23196,alugada,1,educacao,D,7500,13.24,1,0.32,n,2
23,59000,hipoteca,7,empreendimento,A,2000,5.42,0,0.03,n,2
26,57068,propria,2,empreendimento,C,1600,15.23,0,0.03,s,4
46,55000,hipoteca,3,saude,B,5000,9.91,0,0.09,n,14
24,53184,hipoteca,8,uso_pessoal,B,13500,10.99,0,0.25,n,4
41,30000,alugada,3,saude,A,8875,5.42,0,0.3,n,15
22,25000,alugada,0,educacao,C,2400,13.61,0,0.1,n,4
33,35000,hipoteca,2,educacao,A,6000,5.42,0,0.17,n,10
23,45000,alugada,2,empreendimento,B,14500,10.36,1,0.32,n,4
23,120000,hipoteca,3,empreendimento,A,5000,8.9,0,0.04,n,4
28,110000,hipoteca,8,reforma,A,15000,6.54,0,0.14,n,6
22,78400,hipoteca,2,empreendimento,D,5000,17.49,0,0.06,s,3
41,35000,hipoteca,13,uso_pessoal,B,1500,10.38,0,0.04,n,16
23,58650,hipoteca,7,saude,A,5000,8.59,1,0.07,n,4
25,63000,hipoteca,0,uso_pessoal,D,25000,13.87,0,0.4,n,4
27,28800,propria,0,reforma,A,13000,6.92,0,0.45,n,10
21,56000,alugada,5,reforma,E,15000,16,1,0.27,s,4
